Country,State,State type,Date,Category,Subcategory,Variable,Unit,Value
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Clean,%,0.68
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Fossil,%,3983.31
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.01
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Renewables,%,0.68
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.67
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Clean,ktCO2,0.68
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Fossil,ktCO2,3983.31
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,0.01
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Renewables,ktCO2,0.68
India,Bihar,state,01-06-2022,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.67
India,Bihar,state,01-06-2022,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,817.72
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Coal,%,3983.31
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Gas,%,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Hydro,%,0.01
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Nuclear,%,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Solar,%,0.67
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Wind,%,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Bioenergy,ktCO2,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Coal,ktCO2,3983.31
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Gas,ktCO2,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Hydro,ktCO2,0.01
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Nuclear,ktCO2,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Other Fossil,ktCO2,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Other Renewables,ktCO2,0
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Solar,ktCO2,0.67
India,Bihar,state,01-06-2022,Power sector emissions,Fuel,Wind,ktCO2,0
India,Bihar,state,01-06-2022,Power sector emissions,Total,Total emissions,ktCO2,3983.99
India,Bihar,state,01-07-2022,Capacity,Aggregate fuel,Clean,MW,387.41
India,Bihar,state,01-07-2022,Capacity,Aggregate fuel,Fossil,MW,8400
India,Bihar,state,01-07-2022,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0
India,Bihar,state,01-07-2022,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,196.72
India,Bihar,state,01-07-2022,Capacity,Aggregate fuel,Renewables,MW,387.41
India,Bihar,state,01-07-2022,Capacity,Aggregate fuel,Wind and Solar,MW,190.69
India,Bihar,state,01-07-2022,Capacity,Fuel,Bioenergy,MW,126.02
India,Bihar,state,01-07-2022,Capacity,Fuel,Coal,MW,8400
India,Bihar,state,01-07-2022,Capacity,Fuel,Gas,MW,0
India,Bihar,state,01-07-2022,Capacity,Fuel,Hydro,MW,70.7
India,Bihar,state,01-07-2022,Capacity,Fuel,Nuclear,MW,0
India,Bihar,state,01-07-2022,Capacity,Fuel,Other Fossil,MW,0
India,Bihar,state,01-07-2022,Capacity,Fuel,Other Renewables,MW,0
India,Bihar,state,01-07-2022,Capacity,Fuel,Solar,MW,190.69
India,Bihar,state,01-07-2022,Capacity,Fuel,Wind,MW,0
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Clean,%,0.39
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Fossil,%,99.61
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.06
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Renewables,%,0.39
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Wind and Solar,%,0.33
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Clean,GWh,17.9
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Fossil,GWh,4604.15
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,2.62
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Renewables,GWh,17.9
India,Bihar,state,01-07-2022,Electricity generation,Aggregate fuel,Wind and Solar,GWh,15.28
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Bioenergy,%,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Coal,%,99.61
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Gas,%,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Hydro,%,0.06
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Nuclear,%,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Other Fossil,%,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Other Renewables,%,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Solar,%,0.33
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Wind,%,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Bioenergy,GWh,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Coal,GWh,4604.15
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Gas,GWh,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Hydro,GWh,2.62
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Nuclear,GWh,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Other Fossil,GWh,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Other Renewables,GWh,0
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Solar,GWh,15.28
India,Bihar,state,01-07-2022,Electricity generation,Fuel,Wind,GWh,0
India,Bihar,state,01-07-2022,Electricity generation,Total,Total Generation,GWh,4622.05
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Clean,%,0.79
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Fossil,%,3775.4
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.06
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Renewables,%,0.79
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.73
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Clean,ktCO2,0.79
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Fossil,ktCO2,3775.4
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,0.06
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Renewables,ktCO2,0.79
India,Bihar,state,01-07-2022,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.73
India,Bihar,state,01-07-2022,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,817
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Coal,%,3775.4
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Gas,%,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Hydro,%,0.06
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Nuclear,%,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Solar,%,0.73
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Wind,%,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Bioenergy,ktCO2,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Coal,ktCO2,3775.4
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Gas,ktCO2,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Hydro,ktCO2,0.06
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Nuclear,ktCO2,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Other Fossil,ktCO2,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Other Renewables,ktCO2,0
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Solar,ktCO2,0.73
India,Bihar,state,01-07-2022,Power sector emissions,Fuel,Wind,ktCO2,0
India,Bihar,state,01-07-2022,Power sector emissions,Total,Total emissions,ktCO2,3776.19
India,Bihar,state,01-08-2022,Capacity,Aggregate fuel,Clean,MW,387.48
India,Bihar,state,01-08-2022,Capacity,Aggregate fuel,Fossil,MW,8400
India,Bihar,state,01-08-2022,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0
India,Bihar,state,01-08-2022,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,196.72
India,Bihar,state,01-08-2022,Capacity,Aggregate fuel,Renewables,MW,387.48
India,Bihar,state,01-08-2022,Capacity,Aggregate fuel,Wind and Solar,MW,190.76
India,Bihar,state,01-08-2022,Capacity,Fuel,Bioenergy,MW,126.02
India,Bihar,state,01-08-2022,Capacity,Fuel,Coal,MW,8400
India,Bihar,state,01-08-2022,Capacity,Fuel,Gas,MW,0
India,Bihar,state,01-08-2022,Capacity,Fuel,Hydro,MW,70.7
India,Bihar,state,01-08-2022,Capacity,Fuel,Nuclear,MW,0
India,Bihar,state,01-08-2022,Capacity,Fuel,Other Fossil,MW,0
India,Bihar,state,01-08-2022,Capacity,Fuel,Other Renewables,MW,0
India,Bihar,state,01-08-2022,Capacity,Fuel,Solar,MW,190.76
India,Bihar,state,01-08-2022,Capacity,Fuel,Wind,MW,0
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Clean,%,0.41
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Fossil,%,99.59
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.06
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Renewables,%,0.41
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Wind and Solar,%,0.35
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Clean,GWh,17.9
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Fossil,GWh,4338.84
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,2.62
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Renewables,GWh,17.9
India,Bihar,state,01-08-2022,Electricity generation,Aggregate fuel,Wind and Solar,GWh,15.28
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Bioenergy,%,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Coal,%,99.59
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Gas,%,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Hydro,%,0.06
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Nuclear,%,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Other Fossil,%,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Other Renewables,%,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Solar,%,0.35
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Wind,%,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Bioenergy,GWh,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Coal,GWh,4338.84
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Gas,GWh,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Hydro,GWh,2.62
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Nuclear,GWh,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Other Fossil,GWh,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Other Renewables,GWh,0
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Solar,GWh,15.28
India,Bihar,state,01-08-2022,Electricity generation,Fuel,Wind,GWh,0
India,Bihar,state,01-08-2022,Electricity generation,Total,Total Generation,GWh,4356.74
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Clean,%,0.79
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Fossil,%,3557.85
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.06
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Renewables,%,0.79
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.73
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Clean,ktCO2,0.79
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Fossil,ktCO2,3557.85
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,0.06
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Renewables,ktCO2,0.79
India,Bihar,state,01-08-2022,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.73
India,Bihar,state,01-08-2022,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,816.81
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Coal,%,3557.85
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Gas,%,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Hydro,%,0.06
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Nuclear,%,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Solar,%,0.73
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Wind,%,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Bioenergy,ktCO2,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Coal,ktCO2,3557.85
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Gas,ktCO2,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Hydro,ktCO2,0.06
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Nuclear,ktCO2,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Other Fossil,ktCO2,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Other Renewables,ktCO2,0
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Solar,ktCO2,0.73
India,Bihar,state,01-08-2022,Power sector emissions,Fuel,Wind,ktCO2,0
India,Bihar,state,01-08-2022,Power sector emissions,Total,Total emissions,ktCO2,3558.64
India,Bihar,state,01-09-2022,Capacity,Aggregate fuel,Clean,MW,387.48
India,Bihar,state,01-09-2022,Capacity,Aggregate fuel,Fossil,MW,8400
India,Bihar,state,01-09-2022,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0
India,Bihar,state,01-09-2022,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,196.72
India,Bihar,state,01-09-2022,Capacity,Aggregate fuel,Renewables,MW,387.48
India,Bihar,state,01-09-2022,Capacity,Aggregate fuel,Wind and Solar,MW,190.76
India,Bihar,state,01-09-2022,Capacity,Fuel,Bioenergy,MW,126.02
India,Bihar,state,01-09-2022,Capacity,Fuel,Coal,MW,8400
India,Bihar,state,01-09-2022,Capacity,Fuel,Gas,MW,0
India,Bihar,state,01-09-2022,Capacity,Fuel,Hydro,MW,70.7
India,Bihar,state,01-09-2022,Capacity,Fuel,Nuclear,MW,0
India,Bihar,state,01-09-2022,Capacity,Fuel,Other Fossil,MW,0
India,Bihar,state,01-09-2022,Capacity,Fuel,Other Renewables,MW,
India,Bihar,state,01-09-2022,Capacity,Fuel,Solar,MW,190.76
India,Bihar,state,01-09-2022,Capacity,Fuel,Wind,MW,0
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Clean,%,0.28
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Fossil,%,99.72
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.06
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Renewables,%,0.28
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Wind and Solar,%,0.22
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Clean,GWh,12.66
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Fossil,GWh,4572.79
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,2.68
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Renewables,GWh,12.66
India,Bihar,state,01-09-2022,Electricity generation,Aggregate fuel,Wind and Solar,GWh,9.98
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Bioenergy,%,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Coal,%,99.72
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Gas,%,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Hydro,%,0.06
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Nuclear,%,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Other Fossil,%,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Other Renewables,%,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Solar,%,0.22
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Wind,%,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Bioenergy,GWh,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Coal,GWh,4572.79
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Gas,GWh,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Hydro,GWh,2.68
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Nuclear,GWh,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Other Fossil,GWh,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Other Renewables,GWh,0
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Solar,GWh,9.98
India,Bihar,state,01-09-2022,Electricity generation,Fuel,Wind,GWh,0
India,Bihar,state,01-09-2022,Electricity generation,Total,Total Generation,GWh,4585.45
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Clean,%,0.54
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Fossil,%,3749.69
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.06
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Renewables,%,0.54
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.48
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Clean,ktCO2,0.54
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Fossil,ktCO2,3749.69
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,0.06
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Renewables,ktCO2,0.54
India,Bihar,state,01-09-2022,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.48
India,Bihar,state,01-09-2022,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,817.85
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Coal,%,3749.69
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Gas,%,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Hydro,%,0.06
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Nuclear,%,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Solar,%,0.48
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Wind,%,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Bioenergy,ktCO2,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Coal,ktCO2,3749.69
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Gas,ktCO2,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Hydro,ktCO2,0.06
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Nuclear,ktCO2,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Other Fossil,ktCO2,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Other Renewables,ktCO2,0
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Solar,ktCO2,0.48
India,Bihar,state,01-09-2022,Power sector emissions,Fuel,Wind,ktCO2,0
India,Bihar,state,01-09-2022,Power sector emissions,Total,Total emissions,ktCO2,3750.23
India,Bihar,state,01-10-2022,Capacity,Aggregate fuel,Clean,MW,387.48
India,Bihar,state,01-10-2022,Capacity,Aggregate fuel,Fossil,MW,8400
India,Bihar,state,01-10-2022,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0
India,Bihar,state,01-10-2022,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,196.72
India,Bihar,state,01-10-2022,Capacity,Aggregate fuel,Renewables,MW,387.48
India,Bihar,state,01-10-2022,Capacity,Aggregate fuel,Wind and Solar,MW,190.76
India,Bihar,state,01-10-2022,Capacity,Fuel,Bioenergy,MW,126.02
India,Bihar,state,01-10-2022,Capacity,Fuel,Coal,MW,8400
India,Bihar,state,01-10-2022,Capacity,Fuel,Gas,MW,0
India,Bihar,state,01-10-2022,Capacity,Fuel,Hydro,MW,70.7
India,Bihar,state,01-10-2022,Capacity,Fuel,Nuclear,MW,0
India,Bihar,state,01-10-2022,Capacity,Fuel,Other Fossil,MW,0
India,Bihar,state,01-10-2022,Capacity,Fuel,Other Renewables,MW,
India,Bihar,state,01-10-2022,Capacity,Fuel,Solar,MW,190.76
India,Bihar,state,01-10-2022,Capacity,Fuel,Wind,MW,0
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Clean,%,0.4
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Fossil,%,99.6
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.04
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Renewables,%,0.4
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Wind and Solar,%,0.36
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Clean,GWh,16.37
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Fossil,GWh,4107.04
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,1.48
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Renewables,GWh,16.37
India,Bihar,state,01-10-2022,Electricity generation,Aggregate fuel,Wind and Solar,GWh,14.89
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Bioenergy,%,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Coal,%,99.6
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Gas,%,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Hydro,%,0.04
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Nuclear,%,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Other Fossil,%,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Other Renewables,%,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Solar,%,0.36
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Wind,%,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Bioenergy,GWh,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Coal,GWh,4107.04
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Gas,GWh,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Hydro,GWh,1.48
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Nuclear,GWh,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Other Fossil,GWh,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Other Renewables,GWh,0
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Solar,GWh,14.89
India,Bihar,state,01-10-2022,Electricity generation,Fuel,Wind,GWh,0
India,Bihar,state,01-10-2022,Electricity generation,Total,Total Generation,GWh,4123.41
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Clean,%,0.75
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Fossil,%,3367.77
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.04
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Renewables,%,0.75
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.71
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Clean,ktCO2,0.75
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Fossil,ktCO2,3367.77
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,0.04
India,Bihar,state,01-10-2022,Power sector emissions,Aggregate fuel,Renewables,ktCO2,0.75
